playermatch_key,match_id,player_id,batting_hand,bowling_skill,role_desc,team_id
26517,1082643,147,Right-hand bat,Right-arm medium,Player,13
26518,1082643,163,Right-hand bat,Right-arm fast-medium,Player,11
26519,1082643,183,Right-hand bat,NULL,Keeper,11
26520,1082643,187,Left-hand bat,Legbreak,Captain,11
26521,1082643,254,Right-hand bat,Slow left-arm orthodox,Player,13
26522,1082643,299,Right-hand bat,Right-arm medium,Player,11
26523,1082643,310,Right-hand bat,Left-arm fast-medium,Player,13
26524,1082643,368,Right-hand bat,Right-arm medium,Player,11
26525,1082643,394,Right-hand bat,Right-arm offbreak,Player,11
26526,1082643,410,Left-hand bat,NULL,Player,13
26527,1082643,455,Right-hand bat,Right-arm medium,Player,11
26528,1082643,472,Right-hand bat,Legbreak,Player,13
26529,1082643,485,Right-hand bat,Right-arm offbreak,Player,11
26530,1082643,486,Right-hand bat,Right-arm medium-fast,Player,11
26531,1082643,489,Right-hand bat,Legbreak googly,Player,11
26598,1082647,17,Left-hand bat,NULL,Keeper,7
26599,1082647,20,Right-hand bat,Right-arm medium,Keeper,12
26600,1082647,57,Right-hand bat,Right-arm offbreak,Captain,7
26601,1082647,85,Right-hand bat,Right-arm medium,Player,12
26602,1082647,87,Right-hand bat,Legbreak googly,Player,12
26603,1082647,166,Left-hand bat,Legbreak googly,Player,7
26604,1082647,194,Right-hand bat,Right-arm fast,Player,7
26605,1082647,208,Right-hand bat,Right-arm offbreak,Player,7
26606,1082647,221,Right-hand bat,Right-arm medium-fast,Player,7
26607,1082647,258,Right-hand bat,Right-arm fast-medium,Player,12
26608,1082647,306,Right-hand bat,Legbreak googly,Captain,12
26609,1082647,346,Right-hand bat,Left-arm medium,Player,12
26610,1082647,375,Right-hand bat,Right-arm medium,Player,7
26611,1082647,383,Right-hand bat,Right-arm medium-fast,Player,7
26612,1082647,400,Right-hand bat,Right-arm medium-fast,Player,7
26613,1082647,403,Left-hand bat,Left-arm fast-medium,Player,7
26614,1082647,406,Right-hand bat,Right-arm medium,Player,12
26615,1082647,413,Left-hand bat,Slow left-arm orthodox,Player,7
26616,1082647,430,Right-hand bat,Legbreak googly,Player,12
26617,1082647,483,Right-hand bat,Right-arm fast,Player,12
26618,1082647,488,Right-hand bat,Right-arm medium,Player,12
26619,1082647,497,Left-hand bat,Right-arm offbreak,Player,12
26642,1082649,17,Left-hand bat,NULL,Keeper,7
26643,1082649,40,Left-hand bat,Legbreak,Captain,1
26644,1082649,46,Right-hand bat,Right-arm medium,Keeper,1
26645,1082649,57,Right-hand bat,Right-arm offbreak,Captain,7
26646,1082649,67,Left-hand bat,Legbreak,Player,1
26647,1082649,166,Left-hand bat,Legbreak googly,Player,7
26648,1082649,194,Right-hand bat,Right-arm fast,Player,7
26649,1082649,208,Right-hand bat,Right-arm offbreak,Player,7
26650,1082649,221,Right-hand bat,Right-arm medium-fast,Player,7
26651,1082649,232,Right-hand bat,Right-arm fast-medium,Player,1
26652,1082649,257,Right-hand bat,Legbreak googly,Player,1
26653,1082649,308,Right-hand bat,Right-arm offbreak,Player,1
26654,1082649,315,Left-hand bat,Right-arm offbreak,Player,1
26655,1082649,336,Right-hand bat,Slow left-arm orthodox,Player,1
26656,1082649,344,Right-hand bat,Right-arm medium,Player,1
26657,1082649,357,Left-hand bat,Left-arm fast,Player,7
26658,1082649,371,Right-hand bat,Right-arm fast,Player,1
26659,1082649,375,Right-hand bat,Right-arm medium,Player,7
26660,1082649,383,Right-hand bat,Right-arm medium-fast,Player,7
26661,1082649,400,Right-hand bat,Right-arm medium-fast,Player,7
26662,1082649,413,Left-hand bat,Slow left-arm orthodox,Player,7
26663,1082649,478,Right-hand bat,Right-arm fast-medium,Player,1
